State Name,State Abbreviation ,Year,Food Insecurity Rate (aggregate of counties), Estimated Number Food Insecure Individuals ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Dollars , Cost Per Meal ,Child Food Insecurity Rate (aggregate of counties), Number Food Insecure Children (aggregate of counties) ,% of children in FI HH with incomes at or below 185% FPL,% of children in FI HH with incomes above 185% FPL,Population
North Carolina,NC,2015,0.165,1659050,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,844234000.00,2.84,0.23,516120.00,0.73,0.27,10031646
North Carolina,NC,2016,0.154,1565910,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.72,,0.28,770900000.00,2.88,0.21,479220.00,0.71,0.29,10154788
North Carolina,NC,2017,0.146,1503050,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,735321000.00,2.87,0.2,461630.00,0.67,0.33,10268233
North Carolina,NC,2018,0.14,1456200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.72,,0.28,719879000.00,2.92,0.19,443040.00,0.75,0.25,10381615
Nevada,NV,2019,0.121,373370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,198678000.00,3.11,0.18,122450.00,0.6,0.4,3080156
North Dakota,ND,2009,0.078,50200,2,SNAP,2,SNAP,0.66,0,0.34,20962190.00,2.50,0.13,18270.00,0.56,0.44,664968
North Dakota,ND,2010,0.077,51850,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,0,0.38,21152060.00,2.37,0.11,15780.00,0.56,0.44,674715
North Dakota,ND,2011,0.074,50400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,0,0.39,21034460.00,2.56,0.1,15250.00,0.61,0.39,685225
North Dakota,ND,2012,0.077,54140,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.6,0,0.4,25799000.00,2.72,0.11,16350.00,0.51,0.49,701176
North Dakota,ND,2013,0.078,56430,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,0,0.38,27479000.00,2.75,0.11,16780.00,0.58,0.42,722036
North Dakota,ND,2014,0.08,59320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.6,,0.4,30599000.00,2.92,0.11,19070.00,0.55,0.45,737401
North Dakota,ND,2015,0.077,58030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.6,,0.4,30625000.00,2.94,0.09,16130.00,0.54,0.46,754066
North Dakota,ND,2016,0.074,55710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,,0.37,29141000.00,3.06,0.09,16440.00,0.58,0.42,754434
North Dakota,ND,2017,0.073,54930,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.62,,0.38,28813000.00,3.07,0.1,16900.00,0.55,0.45,754942
North Dakota,ND,2018,0.068,51610,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.66,,0.34,27186000.00,3.11,0.1,16700.00,0.64,0.36,758080
New Hampshire,NH,2019,0.088,119990,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.46,,0.54,71451000.00,3.48,0.11,27980.00,0.55,0.45,1359711
Nebraska,NE,2009,0.118,208930,1.3,SNAP,1.85,other nutrition pgm,0.41,0.16,0.43,84229120.00,2.41,0.21,92360.00,0.6,0.4,1812683
Nebraska,NE,2010,0.133,243790,1.3,SNAP,1.85,Other Nutrition Program,0.4,0.19,0.41,98614180.00,2.35,0.22,96700.00,0.61,0.39,1829542
Nebraska,NE,2011,0.137,252060,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.18,0.41,100677120.00,2.45,0.21,94940.00,0.62,0.38,1840672
Nebraska,NE,2012,0.134,248100,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.15,0.41,111715000.00,2.57,0.21,95680.00,0.62,0.39,1853303
Nebraska,NE,2013,0.132,246960,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.15,0.39,115138000.00,2.63,0.21,97080.00,0.66,0.34,1865279
Nebraska,NE,2014,0.13,245160,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.13,0.43,118963000.00,2.75,0.2,92230.00,0.61,0.39,1879321
Nebraska,NE,2015,0.123,233350,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.16,0.39,115937000.00,2.77,0.18,85970.00,0.61,0.39,1891277
Nebraska,NE,2016,0.119,227350,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.12,0.44,109894000.00,2.83,0.17,82070.00,0.6,0.4,1905616
Nebraska,NE,2017,0.116,223170,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.14,0.43,107760000.00,2.83,0.17,82370.00,0.63,0.37,1915947
Nebraska,NE,2018,0.123,237440,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.14,0.42,114880000.00,2.86,0.17,79310.00,0.64,0.36,1925614
New Jersey,NJ,2019,0.086,762530,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,,0.38,444703000.00,3.41,0.1,192580.00,0.75,0.25,8882190
New Hampshire,NH,2009,0.1,131400,1.85,SNAP,1.85,SNAP,0.45,0,0.55,58103320.00,2.65,0.16,46400.00,0.46,0.54,1316102
New Hampshire,NH,2010,0.109,143150,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.48,0,0.52,65050540.00,2.64,0.14,40400.00,0.53,0.47,1316762
New Hampshire,NH,2011,0.106,139910,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.52,0,0.48,64549960.00,2.83,0.15,40490.00,0.55,0.45,1320202
New Hampshire,NH,2012,0.109,144290,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,0,0.47,73905000.00,2.92,0.16,44440.00,0.55,0.45,1324232
New Hampshire,NH,2013,0.108,143200,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.54,0,0.47,75067000.00,2.96,0.15,42170.00,0.57,0.43,1326622
New Hampshire,NH,2014,0.105,139730,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.51,,0.49,76411000.00,3.10,0.16,41350.00,0.55,0.45,1333341
New Hampshire,NH,2015,0.097,128910,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.5,,0.5,73100000.00,3.16,0.13,33940.00,0.51,0.49,1336350
New Hampshire,NH,2016,0.09,119770,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.49,,0.51,66449000.00,3.25,0.11,29740.00,0.53,0.47,1342307
New Hampshire,NH,2017,0.091,122860,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.48,,0.52,69502000.00,3.31,0.12,31640.00,0.53,0.47,1348787
New Hampshire,NH,2018,0.093,125590,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.49,,0.51,72230000.00,3.40,0.13,34280.00,0.57,0.43,1353465
New Mexico,NM,2019,0.142,298030,1.65,SNAP,1.85,Other Nutrition Program,0.7,0.03,0.27,150238000.00,2.95,0.22,104080.00,0.7,0.3,2096829
New Jersey,NJ,2009,0.127,1101570,1.85,SNAP,1.85,SNAP,0.51,0,0.49,492709080.00,2.68,0.19,394240.00,0.56,0.44,8755602
New Jersey,NJ,2010,0.135,1190130,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.55,0,0.45,546967220.00,2.67,0.19,380170.00,0.61,0.39,8799446
New Jersey,NJ,2011,0.14,1230690,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,0,0.39,565794290.00,2.82,0.19,383020.00,0.62,0.38,8828117
New Jersey,NJ,2012,0.13,1151890,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,0,0.38,600738000.00,2.98,0.19,375240.00,0.64,0.36,8844942
New Jersey,NJ,2013,0.124,1101750,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,0,0.36,564887000.00,2.90,0.18,374350.00,0.65,0.35,8856972
New Jersey,NJ,2014,0.118,1051880,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,,0.36,552797000.00,2.98,0.17,338690.00,0.65,0.35,8864525
New Jersey,NJ,2015,0.108,971920,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.69,,0.31,530406000.00,3.04,0.15,298010.00,0.68,0.32,8867949
New Jersey,NJ,2016,0.103,919030,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,,0.33,495839000.00,3.16,0.14,268080.00,0.7,0.3,8870827
New Jersey,NJ,2017,0.096,865900,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,,0.35,478385000.00,3.24,0.13,260340.00,0.67,0.33,8885525
New Jersey,NJ,2018,0.087,774860,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,,0.33,437705000.00,3.34,0.11,219760.00,0.73,0.27,8886025
New York,NY,2019,0.107,2090550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,1182879000.00,3.31,0.16,626450.00,0.71,0.29,19453561
New Mexico,NM,2009,0.171,336430,1.3,SNAP,1.85,other nutrition pgm,0.55,0.18,0.27,136915050.00,2.44,0.27,137720.00,0.73,0.27,2036802
New Mexico,NM,2010,0.185,381690,1.65,SNAP,1.85,Other Nutrition Program,0.67,0.08,0.25,155709380.00,2.37,0.29,146940.00,0.71,0.29,2064552
New Mexico,NM,2011,0.201,417780,1.65,SNAP,1.85,Other Nutrition Program,0.68,0.07,0.24,168911840.00,2.48,0.31,156930.00,0.78,0.22,2080450
New Mexico,NM,2012,0.186,387100,1.65,SNAP,1.85,Other Nutrition Program,0.69,0.06,0.25,175675000.00,2.59,0.29,150390.00,0.76,0.24,2087309
New Mexico,NM,2013,0.173,360920,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.06,0.23,170231000.00,2.66,0.28,145280.00,0.76,0.24,2092273
New Mexico,NM,2014,0.172,358770,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.04,0.25,175620000.00,2.77,0.27,136070.00,0.75,0.25,2089568
New Mexico,NM,2015,0.16,332610,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.06,0.23,166502000.00,2.79,0.25,124980.00,0.73,0.27,2089291
New Mexico,NM,2016,0.158,327930,1.65,SNAP,1.85,Other Nutrition Program,0.73,0.02,0.25,160282000.00,2.86,0.26,125210.00,0.74,0.26,2091630
New Mexico,NM,2017,0.155,324000,1.65,SNAP,1.85,Other Nutrition Program,0.7,0.03,0.27,158536000.00,2.87,0.24,118030.00,0.73,0.27,2091784
New Mexico,NM,2018,0.151,315990,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.04,0.25,155654000.00,2.91,0.24,114180.00,0.72,0.28,2092741
North Carolina,NC,2019,0.135,1417440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,724977000.00,2.99,0.18,419470.00,0.71,0.29,10488084
Nevada,NV,2009,0.161,410390,2,SNAP,2,SNAP,0.6,0,0.4,168755680.00,2.46,0.28,182710.00,0.54,0.46,2684665
Nevada,NV,2010,0.175,472710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,205859510.00,2.53,0.28,184890.00,0.61,0.39,2702405
Nevada,NV,2011,0.174,472660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,0,0.32,197264800.00,2.56,0.28,183360.00,0.66,0.34,2712730
Nevada,NV,2012,0.168,464090,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,0,0.25,214671000.00,2.64,0.28,186380.00,0.69,0.31,2743996
Nevada,NV,2013,0.158,441190,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,0,0.25,216105000.00,2.77,0.27,176810.00,0.7,0.3,2775970
Nevada,NV,2014,0.149,423210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.78,,0.22,216359000.00,2.90,0.24,161260.00,0.68,0.32,2817628
Nevada,NV,2015,0.137,394910,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,210694000.00,2.98,0.22,149460.00,0.66,0.34,2866939
Nevada,NV,2016,0.127,372820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.76,,0.24,191725000.00,3.01,0.21,138880.00,0.63,0.37,2917563
Nevada,NV,2017,0.122,365160,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.72,,0.28,190010000.00,3.05,0.2,136800.00,0.6,0.4,2969905
Nevada,NV,2018,0.128,388420,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.72,,0.28,207140000.00,3.15,0.2,134350.00,0.65,0.35,3027341
North Dakota,ND,2019,0.067,51380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.62,,0.39,27899000.00,3.18,0.09,16360.00,0.69,0.31,762062
New York,NY,2009,0.135,2616780,1.3,SNAP,1.85,other nutrition pgm,0.45,0.17,0.38,1220401570.00,2.79,0.22,1006390.00,0.6,0.4,19307066
New York,NY,2010,0.142,2757270,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.19,0.36,1186519660.00,2.50,0.21,902070.00,0.62,0.38,19399878
New York,NY,2011,0.147,2853190,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.17,0.3,1246597540.00,2.68,0.22,924970.00,0.67,0.33,19499241
New York,NY,2012,0.141,2758740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,0,0.27,1359183000.00,2.81,0.22,927150.00,0.67,0.33,19572932
New York,NY,2013,0.139,2739920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,0,0.27,1385728000.00,2.86,0.22,938610.00,0.69,0.31,19624447
New York,NY,2014,0.135,2672460,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,1400548000.00,2.97,0.21,884170.00,0.68,0.32,19651049
New York,NY,2015,0.126,2502250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,,0.26,1371215000.00,3.06,0.19,819460.00,0.67,0.33,19654666
New York,NY,2016,0.119,2352940,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,,0.26,1242696000.00,3.09,0.18,750000.00,0.67,0.33,19633428
New York,NY,2017,0.114,2261250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,1210704000.00,3.14,0.18,732300.00,0.66,0.34,19589572
New York,NY,2018,0.111,2166060,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.75,,0.25,1182494000.00,3.23,0.17,685500.00,0.75,0.25,19530351
Ohio,OH,2019,0.132,1547110,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.14,0.37,757327000.00,2.86,0.17,448600.00,0.68,0.32,11689100
Ohio,OH,2009,0.171,1973510,1.3,SNAP,1.85,other nutrition pgm,0.43,0.15,0.42,759599150.00,2.30,0.27,731040.00,0.6,0.4,11528896
Ohio,OH,2010,0.181,2083240,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.17,0.38,835508480.00,2.33,0.26,693110.00,0.66,0.34,11539336
Ohio,OH,2011,0.178,2054290,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.16,0.33,807122720.00,2.41,0.26,679900.00,0.68,0.32,11544663
Ohio,OH,2012,0.172,1982170,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.14,0.32,867931000.00,2.50,0.25,671090.00,0.67,0.33,11548923
Ohio,OH,2013,0.169,1951880,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.14,0.33,885586000.00,2.56,0.24,653410.00,0.69,0.31,11576684
Ohio,OH,2014,0.168,1943340,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.13,0.35,911848000.00,2.66,0.24,628580.00,0.67,0.33,11602700
Ohio,OH,2015,0.16,1852870,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.16,0.32,903221000.00,2.72,0.22,575020.00,0.67,0.33,11617527
Ohio,OH,2016,0.151,1758310,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.12,0.36,829430000.00,2.76,0.2,528960.00,0.66,0.34,11634370
Ohio,OH,2017,0.145,1691910,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.13,0.37,797169000.00,2.76,0.2,510030.00,0.66,0.34,11659650
Ohio,OH,2018,0.139,1624180,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.12,0.38,767710000.00,2.79,0.19,489160.00,0.67,0.33,11676341
Oklahoma,OK,2019,0.147,583570,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.15,0.38,288155000.00,2.89,0.21,194880.00,0.67,0.33,3956971
Oklahoma,OK,2009,0.171,618600,1.3,SNAP,1.85,other nutrition pgm,0.49,0.17,0.35,257785960.00,2.49,0.27,240740.00,0.63,0.37,3717572
Oklahoma,OK,2010,0.177,664890,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.19,0.34,281540280.00,2.46,0.27,244050.00,0.63,0.37,3759944
Oklahoma,OK,2011,0.172,653820,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.18,0.32,275003790.00,2.58,0.25,233350.00,0.67,0.33,3788379
Oklahoma,OK,2012,0.172,656300,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.16,0.31,305922000.00,2.66,0.26,239380.00,0.67,0.33,3818814
Oklahoma,OK,2013,0.17,654640,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.17,0.31,314445000.00,2.71,0.26,242990.00,0.69,0.31,3853214
Oklahoma,OK,2014,0.168,652090,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.16,0.35,320603000.00,2.78,0.24,226390.00,0.65,0.35,3878187
Oklahoma,OK,2015,0.162,632030,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.18,0.31,320046000.00,2.82,0.23,216980.00,0.66,0.34,3909500
Oklahoma,OK,2016,0.162,635740,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.15,0.33,313377000.00,2.88,0.23,218770.00,0.66,0.34,3926331
Oklahoma,OK,2017,0.158,621370,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.16,0.35,304698000.00,2.87,0.22,213720.00,0.64,0.36,3931316
Oklahoma,OK,2018,0.151,594140,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.16,0.37,290887000.00,2.89,0.22,208110.00,0.66,0.34,3940235
Oregon,OR,2019,0.115,486200,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.6,,0.4,260033000.00,3.13,0.15,125540.00,0.64,0.36,4217737
Oregon,OR,2009,0.168,626420,1.85,SNAP,1.85,SNAP,0.65,0,0.35,272475420.00,2.60,0.29,252510.00,0.59,0.41,3808600
Oregon,OR,2010,0.175,671440,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.7,0,0.3,295871280.00,2.56,0.29,247380.00,0.65,0.35,3837491
Oregon,OR,2011,0.179,694050,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.72,0,0.29,293056460.00,2.59,0.29,245260.00,0.66,0.34,3872036
Oregon,OR,2012,0.167,653000,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.72,0,0.28,302837000.00,2.65,0.27,235410.00,0.68,0.32,3899001
Oregon,OR,2013,0.158,619040,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.75,0,0.26,303578000.00,2.77,0.26,223480.00,0.69,0.31,3922468
Oregon,OR,2014,0.152,605100,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.74,,0.26,303833000.00,2.84,0.25,210290.00,0.68,0.32,3963244
Oregon,OR,2015,0.142,572790,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.74,,0.26,298910000.00,2.91,0.23,194070.00,0.65,0.35,4015792
Oregon,OR,2016,0.129,527370,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.7,,0.3,264279000.00,2.93,0.2,173780.00,0.63,0.37,4089976
Oregon,OR,2017,0.123,510080,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.68,,0.32,258439000.00,2.97,0.19,165290.00,0.63,0.37,4143625
Oregon,OR,2018,0.119,498730,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,,0.35,264260000.00,3.13,0.16,139220.00,0.7,0.3,4181886
Pennsylvania,PA,2019,0.106,1353730,1.6,SNAP,1.85,Other Nutrition Program,0.57,0.1,0.34,733806000.00,3.17,0.15,383520.00,0.67,0.33,12801989
Pennsylvania,PA,2009,0.135,1690430,1.6,SNAP,1.85,other nutrition pgm,0.52,0.07,0.42,712335010.00,2.52,0.21,588370.00,0.62,0.38,12666858
Pennsylvania,PA,2010,0.146,1850140,1.6,SNAP,1.85,Other Nutrition Program,0.5,0.08,0.42,805713700.00,2.53,0.2,555110.00,0.65,0.35,12711160
Pennsylvania,PA,2011,0.149,1894550,1.6,SNAP,1.85,Other Nutrition Program,0.54,0.09,0.37,821577400.00,2.66,0.21,559120.00,0.65,0.35,12745815
Pennsylvania,PA,2012,0.143,1828730,1.6,SNAP,1.85,Other Nutrition Program,0.56,0.08,0.37,879686000.00,2.75,0.21,562770.00,0.66,0.34,12767118
Pennsylvania,PA,2013,0.142,1808660,1.6,SNAP,1.85,Other Nutrition Program,0.56,0.08,0.36,892571000.00,2.79,0.2,564440.00,0.67,0.33,12776309
Pennsylvania,PA,2014,0.138,1760450,1.6,SNAP,1.85,Other Nutrition Program,0.58,0.05,0.37,895714000.00,2.88,0.19,521750.00,0.65,0.35,12788313
Pennsylvania,PA,2015,0.131,1674420,1.6,SNAP,1.85,Other Nutrition Program,0.57,0.08,0.35,880598000.00,2.93,0.18,482130.00,0.67,0.33,12784826
Pennsylvania,PA,2016,0.125,1599520,1.6,SNAP,1.85,Other Nutrition Program,0.59,0.04,0.37,821658000.00,3.01,0.17,452690.00,0.66,0.34,12782275
Pennsylvania,PA,2017,0.12,1534710,1.6,SNAP,1.85,Other Nutrition Program,0.57,0.03,0.4,797438000.00,3.04,0.16,437340.00,0.63,0.37,12787641
Pennsylvania,PA,2018,0.109,1401920,1.6,SNAP,1.85,Other Nutrition Program,0.58,0.1,0.32,737258000.00,3.11,0.15,399270.00,0.68,0.32,12800922
Rhode Island,RI,2019,0.095,101100,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.59,,0.41,59135000.00,3.42,0.14,28350.00,0.73,0.27,1059361
Rhode Island,RI,2009,0.156,164830,1.85,SNAP,1.85,SNAP,0.55,0,0.45,78131700.00,2.84,0.24,55390.00,0.6,0.4,1053646
Rhode Island,RI,2010,0.153,161360,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,0,0.39,75547560.00,2.72,0.22,47660.00,0.68,0.32,1053959
Rhode Island,RI,2011,0.153,161050,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.61,0,0.39,75616050.00,2.88,0.22,47780.00,0.69,0.31,1053649
Rhode Island,RI,2012,0.147,153940,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,0,0.38,79077000.00,2.93,0.21,46150.00,0.68,0.32,1054621
Rhode Island,RI,2013,0.144,151840,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.63,0,0.37,77449000.00,2.88,0.22,47740.00,0.71,0.29,1055081
Rhode Island,RI,2014,0.14,147460,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,,0.36,76405000.00,2.93,0.2,43210.00,0.7,0.3,1055936
Rhode Island,RI,2015,0.125,132090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.68,,0.32,71928000.00,3.04,0.18,38430.00,0.71,0.29,1056065
Rhode Island,RI,2016,0.121,128330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.66,,0.35,68489000.00,3.12,0.17,36230.00,0.74,0.26,1056770
Rhode Island,RI,2017,0.114,120590,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,,0.39,66402000.00,3.23,0.17,35760.00,0.63,0.37,1055673
Rhode Island,RI,2018,0.114,120970,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,,0.38,69276000.00,3.38,0.18,36270.00,0.73,0.27,1058287
South Carolina,SC,2019,0.108,555630,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.11,0.34,279337000.00,2.94,0.15,161030.00,0.67,0.33,5148714
South Carolina,SC,2009,0.183,807960,1.3,SNAP,1.85,other nutrition pgm,0.48,0.19,0.33,319896400.00,2.37,0.28,292840.00,0.64,0.36,4589872
South Carolina,SC,2010,0.188,870420,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.22,0.31,353587170.00,2.36,0.27,288640.00,0.69,0.31,4635649
South Carolina,SC,2011,0.186,870210,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.2,0.26,353251650.00,2.49,0.27,292800.00,0.7,0.3,4671994
South Carolina,SC,2012,0.18,848590,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.18,0.26,387989000.00,2.61,0.26,284880.00,0.71,0.29,4717354
South Carolina,SC,2013,0.171,814560,1.3,SNAP,1.85,Other Nutrition Program,0.57,0.18,0.26,381318000.00,2.64,0.25,271560.00,0.72,0.28,4764080
South Carolina,SC,2014,0.164,794590,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.16,0.28,393252000.00,2.80,0.23,253340.00,0.71,0.29,4823617
South Carolina,SC,2015,0.153,746810,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.19,0.26,378951000.00,2.83,0.21,225550.00,0.69,0.31,4891938
South Carolina,SC,2016,0.139,687880,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.16,0.3,335759000.00,2.86,0.19,207840.00,0.67,0.33,4957968
South Carolina,SC,2017,0.135,679990,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.15,0.3,324978000.00,2.80,0.18,202110.00,0.68,0.32,5021268
South Carolina,SC,2018,0.118,600440,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.15,0.31,291600000.00,2.87,0.16,178710.00,0.68,0.32,5084156
South Dekota,SD,2019,0.103,91510,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.15,0.39,47824000.00,3.06,0.15,32860.00,0.66,0.34,884659
South Dekota,SD,2009,0.116,92220,1.3,SNAP,1.85,other nutrition pgm,0.46,0.15,0.39,40034890.00,2.60,0.2,38440.00,0.6,0.4,807067
